storename,main_category,sub_category,item_name,item_price,item_info,item_unit,link
penny neuhausen,tiere ,angebote ,Maggi Guten Appetit Hochzeits Suppe,€0.59,1 l,€12.22/kg,https://wolt.com/en/deu/munich/venue/penny-neuhausen/maggi-guten-appetit-hochzeits-suppe-itemid-6488740b6ccfdc5108a0827e
penny neuhausen,tiere ,angebote ,Maggi Guten Appetit Sternchen Suppe,€0.59,1 l,€12.22/kg,https://wolt.com/en/deu/munich/venue/penny-neuhausen/maggi-guten-appetit-sternchen-suppe-itemid-6488740b6ccfdc5108a0822b
penny neuhausen,tiere ,angebote ,Maggi Guten Appetit Buchstaben Suppe,€0.59,1 l,€12.22/kg,https://wolt.com/en/deu/munich/venue/penny-neuhausen/maggi-guten-appetit-buchstaben-suppe-itemid-6488740b6ccfdc5108a086cf
penny neuhausen,tiere ,angebote ,Maggi Guten Appetit Frühlings Suppe,€0.59,1 l,€12.22/kg,https://wolt.com/en/deu/munich/venue/penny-neuhausen/maggi-guten-appetit-fruhlings-suppe-itemid-6488740b6ccfdc5108a086d2
penny neuhausen,tiere ,angebote ,Maggi Hühnersuppe Mit Nudeln,€0.59,100 ml,€12.22/kg,https://wolt.com/en/deu/munich/venue/penny-neuhausen/maggi-huhnersuppe-mit-nudeln-itemid-6488740b6ccfdc5108a0829d
penny neuhausen,tiere ,angebote ,Maggi Guten Appetit Spargel Cremesuppe,€0.59,750 ml,€12.22/kg,https://wolt.com/en/deu/munich/venue/penny-neuhausen/maggi-guten-appetit-spargel-cremesuppe-itemid-6488740b6ccfdc5108a0875b
penny neuhausen,tiere ,angebote ,Maggi Guten Appetit Suppe Zwiebel,€0.59,1 l,€12.22/kg,https://wolt.com/en/deu/munich/venue/penny-neuhausen/maggi-guten-appetit-suppe-zwiebel-itemid-6488740b6ccfdc5108a0896a
penny neuhausen,tiere ,angebote ,Penny Salzstangen,€0.59,250 g,€12.22/kg,https://wolt.com/en/deu/munich/venue/penny-neuhausen/penny-salzstangen-itemid-6488740b6ccfdc5108a0840f
penny neuhausen,tiere ,angebote ,Dr. Oetker Ristorante Pizza Mozzarella,€3.89,710 g,€12.22/kg,https://wolt.com/en/deu/munich/venue/penny-neuhausen/dr-oetker-ristorante-pizza-mozzarella-itemid-6488740b6ccfdc5108a08b12
penny neuhausen,tiere ,angebote ,Dr. Oetker Ristorante Pizza Salame 2 Stk,€3.89,640 g,€12.22/kg,https://wolt.com/en/deu/munich/venue/penny-neuhausen/dr-oetker-ristorante-pizza-salame-2-stk-itemid-6488740b6ccfdc5108a0808f
penny neuhausen,tiere ,angebote ,Dr. Oetker Ristorante Pizza Speciale,€3.89,690 g,€12.22/kg,https://wolt.com/en/deu/munich/venue/penny-neuhausen/dr-oetker-ristorante-pizza-speciale-itemid-6488740b6ccfdc5108a08af6
penny neuhausen,tiere ,angebote ,Dr. Oetker Ristorante Salame Mozzarella & Pesto 2 Stk,€3.89,720 g,€12.22/kg,https://wolt.com/en/deu/munich/venue/penny-neuhausen/dr-oetker-ristorante-salame-mozzarella-pesto-2-stk-itemid-6488740b6ccfdc5108a080f3
penny neuhausen,tiere ,angebote ,Dr. Oetker Ristorante Pizza Peperoni-Salame 2 Stk,€3.89,640 g,€12.22/kg,https://wolt.com/en/deu/munich/venue/penny-neuhausen/dr-oetker-ristorante-pizza-peperoni-salame-2-stk-itemid-6488740b6ccfdc5108a08d78
penny neuhausen,tiere ,angebote ,Dr. Oetker Ristorante Pizza Spinaci 2 Stk,€3.89,780 g,€12.22/kg,https://wolt.com/en/deu/munich/venue/penny-neuhausen/dr-oetker-ristorante-pizza-spinaci-2-stk-itemid-6488740b6ccfdc5108a080ba
penny neuhausen,tiere ,angebote ,Dr.Oetker Ristorante Pizza Tonno,€3.89,710 g,€12.22/kg,https://wolt.com/en/deu/munich/venue/penny-neuhausen/dr-oetker-ristorante-pizza-tonno-itemid-6488740b6ccfdc5108a08c3a
penny neuhausen,tiere ,katzen ,Purina Gourmet Gold Multipack 4 Stk,€2.29,340 g,€6.74/kg,https://wolt.com/en/deu/munich/venue/penny-neuhausen/purina-gourmet-gold-multipack-4-stk-itemid-6488740b6ccfdc5108a0897b
penny neuhausen,tiere ,katzen ,Purina Nassfutter Gourmet Gold Feine Komposition 4 Stk,€2.29,340 g,€6.74/kg,https://wolt.com/en/deu/munich/venue/penny-neuhausen/purina-nassfutter-gourmet-gold-feine-komposition-4-stk-itemid-6488740b6ccfdc5108a08846
penny neuhausen,tiere ,katzen ,Purina Gourmet Gold Mousse Multipack 4 Stk,€2.29,340 g,€6.74/kg,https://wolt.com/en/deu/munich/venue/penny-neuhausen/purina-gourmet-gold-mousse-multipack-4-stk-itemid-6488740b6ccfdc5108a08951
penny neuhausen,tiere ,katzen ,Felix `Soup` Geschmacksvielfalt aus dem Wasser 6 Stk,€2.25,288 g,€6.74/kg,https://wolt.com/en/deu/munich/venue/penny-neuhausen/felix-soup-geschmacksvielfalt-aus-dem-wasser-6-stk-itemid-6488740b6ccfdc5108a08b7a
penny neuhausen,tiere ,katzen ,Felix `Soup` Geschmacksvielfalt vom Land 6 Stk,€2.25,288 g,€6.74/kg,https://wolt.com/en/deu/munich/venue/penny-neuhausen/felix-soup-geschmacksvielfalt-vom-land-6-stk-itemid-6488740b6ccfdc5108a08b1e
penny neuhausen,tiere ,katzen ,Felix Tasty Shreds Geschmacksvielfalt aus dem Wasser ,€4.79,800 g,€6.74/kg,https://wolt.com/en/deu/munich/venue/penny-neuhausen/felix-tasty-shreds-geschmacksvielfalt-aus-dem-wasser-itemid-6488740b6ccfdc5108a08ba7
penny neuhausen,tiere ,katzen ,Felix Tasty Shreds Geschmacksvielfalt vom Land 10 Stk,€4.79,800 g,€6.74/kg,https://wolt.com/en/deu/munich/venue/penny-neuhausen/felix-tasty-shreds-geschmacksvielfalt-vom-land-10-stk-itemid-6488740b6ccfdc5108a08bb9
penny neuhausen,tiere ,katzen ,"Felix Snack für Katzen, Knabbermix, Grillspaß ",€1.09,60 g,€6.74/kg,https://wolt.com/en/deu/munich/venue/penny-neuhausen/felix-snack-fur-katzen-knabbermix-grillspass-itemid-6488740b6ccfdc5108a0888c
penny neuhausen,tiere ,katzen ,"Felix KnabberMix Original mit Huhn-, Leber- & Truthahngeschmack ",€1.09,60 g,€6.74/kg,https://wolt.com/en/deu/munich/venue/penny-neuhausen/felix-knabbermix-original-mit-huhn-leber-truthahngeschmack-itemid-6488740b6ccfdc5108a0874a
penny neuhausen,tiere ,katzen ,Lucky Cat Schleck-Snack 8 Stk,€1.29,120 g,€6.74/kg,https://wolt.com/en/deu/munich/venue/penny-neuhausen/lucky-cat-schleck-snack-8-stk-itemid-6488740b6ccfdc5108a0837b
penny neuhausen,tiere ,katzen ,Lucky Cat 15 Mahlzeiten Stückchen in Gelee 1500g,€3.19,1.5 kg,€6.74/kg,https://wolt.com/en/deu/munich/venue/penny-neuhausen/lucky-cat-15-mahlzeiten-stuckchen-in-gelee-1500g-itemid-6488740b6ccfdc5108a08f76
penny neuhausen,tiere ,katzen ,Lucky Cat Katzenmilch 200ml,€1.15,200 ml,€6.74/kg,https://wolt.com/en/deu/munich/venue/penny-neuhausen/lucky-cat-katzenmilch-200ml-itemid-6488740b6ccfdc5108a08fa3
penny neuhausen,tiere ,katzen ,Lucky Cat Schleck-Snack 120g,€1.29,120 g,€6.74/kg,https://wolt.com/en/deu/munich/venue/penny-neuhausen/lucky-cat-schleck-snack-120g-itemid-6488740b6ccfdc5108a08fa4
penny neuhausen,tiere ,katzen ,Lucky Cat Filetstückchen 85g,€0.59,85 g,€6.74/kg,https://wolt.com/en/deu/munich/venue/penny-neuhausen/lucky-cat-filetstuckchen-85g-itemid-6488740b6ccfdc5108a08fac
penny neuhausen,tiere ,katzen ,Lucky Cat Knusperkissen 70g,€0.49,70 g,€6.74/kg,https://wolt.com/en/deu/munich/venue/penny-neuhausen/lucky-cat-knusperkissen-70g-itemid-6488740b6ccfdc5108a08fae
penny neuhausen,tiere ,katzen ,ZooRoyal Katzen Grilies 40g,€1.29,40 g,€6.74/kg,https://wolt.com/en/deu/munich/venue/penny-neuhausen/zooroyal-katzen-grilies-40g-itemid-6488740b6ccfdc5108a08f91
penny neuhausen,tiere ,katzen ,ZooRoyal Delikate Stückhen 400g,€0.99,400 g,€6.74/kg,https://wolt.com/en/deu/munich/venue/penny-neuhausen/zooroyal-delikate-stuckhen-400g-itemid-6488740b6ccfdc5108a08f96
penny neuhausen,tiere ,katzen ,ZooRoyal Delikate Stückhen 400g,€0.99,400 g,€6.74/kg,https://wolt.com/en/deu/munich/venue/penny-neuhausen/zooroyal-delikate-stuckhen-400g-itemid-6488740b6ccfdc5108a08f95
penny neuhausen,tiere ,katzen ,ZooRoyal Delikate Stückchen 400g,€0.99,400 g,€6.74/kg,https://wolt.com/en/deu/munich/venue/penny-neuhausen/zooroyal-delikate-stuckchen-400g-itemid-6488740b6ccfdc5108a08f94
penny neuhausen,tiere ,katzen ,ZooRoyal Katzen Grillies 40g,€1.29,40 g,€6.74/kg,https://wolt.com/en/deu/munich/venue/penny-neuhausen/zooroyal-katzen-grillies-40g-itemid-6488740b6ccfdc5108a08f9d
penny neuhausen,tiere ,katzen ,WHISKAS® Karton Trocken 1+ mit Thunfisch 800g,€2.99,800 g,€6.74/kg,https://wolt.com/en/deu/munich/venue/penny-neuhausen/whiskas-karton-trocken-1-mit-thunfisch-800g-itemid-6488740b6ccfdc5108a0911c
penny neuhausen,tiere ,katzen ,Whiskas Katzen-Trockenfutter mit Huhn,€2.99,800 g,€6.74/kg,https://wolt.com/en/deu/munich/venue/penny-neuhausen/whiskas-katzen-trockenfutter-mit-huhn-itemid-6488740b6ccfdc5108a09104
penny neuhausen,tiere ,katzen ,Katzensnacks,€0.49,70 g,€6.74/kg,https://wolt.com/en/deu/munich/venue/penny-neuhausen/katzensnacks-itemid-6488740b6ccfdc5108a090ed
penny neuhausen,tiere ,katzen ,Lucky Cat Stücke In Exquisite Gelee,€3.19,1.5 kg,€6.74/kg,https://wolt.com/en/deu/munich/venue/penny-neuhausen/lucky-cat-stucke-in-exquisite-gelee-itemid-6548d095043dd4924186a94e
penny neuhausen,tiere ,katzen ,Lucky Cat Stücke In Sauce,€3.19,1.5 kg,€6.74/kg,https://wolt.com/en/deu/munich/venue/penny-neuhausen/lucky-cat-stucke-in-sauce-itemid-6548d095043dd4924186a92b
penny neuhausen,tiere ,katzen ,Lucky Cat Rindfleisch In Sauce,€0.59,85 g,€6.74/kg,https://wolt.com/en/deu/munich/venue/penny-neuhausen/lucky-cat-rindfleisch-in-sauce-itemid-6548d095043dd4924186a92c
penny neuhausen,tiere ,katzen ,Lucky Cat Putenfleisch In Sauce,€0.59,85 g,€6.74/kg,https://wolt.com/en/deu/munich/venue/penny-neuhausen/lucky-cat-putenfleisch-in-sauce-itemid-6548d095043dd4924186a925
penny neuhausen,tiere ,katzen ,Lucky Cat Knabbersticks Seelachs,€0.95,50 g,€6.74/kg,https://wolt.com/en/deu/munich/venue/penny-neuhausen/lucky-cat-knabbersticks-seelachs-itemid-6548d095043dd4924186a93f
penny neuhausen,tiere ,katzen ,Lucky Cat Knabbersticks,€0.95,50 g,€6.74/kg,https://wolt.com/en/deu/munich/venue/penny-neuhausen/lucky-cat-knabbersticks-itemid-6548d095043dd4924186a93c
penny neuhausen,tiere ,katzen ,Lucky Cat Multipack Fisch Msc,€3.19,1.5 kg,€6.74/kg,https://wolt.com/en/deu/munich/venue/penny-neuhausen/lucky-cat-multipack-fisch-msc-itemid-6548d095043dd4924186a9da
penny neuhausen,tiere ,katzen ,Lucky Cat 70G Beutel Knusperk Rind+Malz,€0.49,,€6.74/kg,https://wolt.com/en/deu/munich/venue/penny-neuhausen/lucky-cat-70g-beutel-knusperk-rind-malz-itemid-6548d095043dd4924186a9c5
penny neuhausen,tiere ,katzen ,Purina Felix Gemischte Vielfalt mit Gemüse 12 Stk,€4.79,1.02 kg,€6.74/kg,https://wolt.com/en/deu/munich/venue/penny-neuhausen/purina-felix-gemischte-vielfalt-mit-gemuse-12-stk-itemid-6488740b6ccfdc5108a0810d
penny neuhausen,tiere ,katzen ,Felix Katzennassfutter Geschmacksvielfalt vom Land ,€4.79,1.02 kg,€6.74/kg,https://wolt.com/en/deu/munich/venue/penny-neuhausen/felix-katzennassfutter-geschmacksvielfalt-vom-land-itemid-6488740b6ccfdc5108a08b33
sri balaji indian market mnchen,tiefkuhl ,fleisch gefugel ,Wiesenhof Hähnchenschenkel,€5.70,1 kg,€5.70/kg,https://wolt.com/en/deu/munich/venue/sri-balaji-indian-market-mnchen/wiesenhof-hahnchenschenkel-itemid-64b65b0b9f8651f346451746
sri balaji indian market mnchen,tiefkuhl ,fleisch gefugel ,Hofgut Ganze Brathähnchen,€6.99,1.2 kg,€5.70/kg,https://wolt.com/en/deu/munich/venue/sri-balaji-indian-market-mnchen/hofgut-ganze-brathahnchen-itemid-64b65b0b9f8651f34645174a
sri balaji indian market mnchen,tiefkuhl ,fleisch gefugel ,Jeden Tag Putenbrustfilet Natur,€7.37,500 g,€5.70/kg,https://wolt.com/en/deu/munich/venue/sri-balaji-indian-market-mnchen/jeden-tag-putenbrustfilet-natur-itemid-64b65b0b9f8651f346451749
sri balaji indian market mnchen,tiefkuhl ,fleisch gefugel ,Jeden Tag Hähnchenbrustfilet Natur,€7.49,500 g,€5.70/kg,https://wolt.com/en/deu/munich/venue/sri-balaji-indian-market-mnchen/jeden-tag-hahnchenbrustfilet-natur-itemid-64ba924d64ce3d749aa950eb
sri balaji indian market mnchen,tiefkuhl ,fleisch gefugel ,Jeden Tag Chicken Wings Mariniert,€6.18,750 g,€5.70/kg,https://wolt.com/en/deu/munich/venue/sri-balaji-indian-market-mnchen/jeden-tag-chicken-wings-mariniert-itemid-64ba924d64ce3d749aa950ec
sri balaji indian market mnchen,tiefkuhl ,fisch meeresfruchte ,Sea Side Alaska Seelachsfilet,€5.46,400 g,€13.65/kg,https://wolt.com/en/deu/munich/venue/sri-balaji-indian-market-mnchen/sea-side-alaska-seelachsfilet-itemid-64b65b0b9f8651f34645175b
sri balaji indian market mnchen,tiefkuhl ,fisch meeresfruchte ,Jeden Tag Fischstäbchen,€4.75,450 g,€13.65/kg,https://wolt.com/en/deu/munich/venue/sri-balaji-indian-market-mnchen/jeden-tag-fischstabchen-itemid-64ba924d64ce3d749aa950f0
sri balaji indian market mnchen,tiefkuhl ,fisch meeresfruchte ,Jeden Tag Schlemmerfilet Bordelaise,€4.99,400 g,€13.65/kg,https://wolt.com/en/deu/munich/venue/sri-balaji-indian-market-mnchen/jeden-tag-schlemmerfilet-bordelaise-itemid-64b65b0b9f8651f34645175a
sri balaji indian market mnchen,tiefkuhl ,fertiggerichte ,Iglo Chicken Nuggets Classic,€3.80,250 g,€15.20/kg,https://wolt.com/en/deu/munich/venue/sri-balaji-indian-market-mnchen/iglo-chicken-nuggets-classic-itemid-64b65b0b9f8651f346451745
sri balaji indian market mnchen,tiefkuhl ,fertiggerichte ,Iglo Feine Landschnitzel nach Wiener Art,€6.41,350 g,€15.20/kg,https://wolt.com/en/deu/munich/venue/sri-balaji-indian-market-mnchen/iglo-feine-landschnitzel-nach-wiener-art-itemid-64b65b0b9f8651f34645175c
sri balaji indian market mnchen,tiefkuhl ,fertiggerichte ,Iglo Gemüse-Ideen Asia Wok Mix,€3.56,480 g,€15.20/kg,https://wolt.com/en/deu/munich/venue/sri-balaji-indian-market-mnchen/iglo-gemuse-ideen-asia-wok-mix-itemid-64b65b0b9f8651f346451760
sri balaji indian market mnchen,tiefkuhl ,kartoffelspeisen ,McCain 1.2.3 Frites Original,€2.96,750 g,€3.95/kg,https://wolt.com/en/deu/munich/venue/sri-balaji-indian-market-mnchen/mccain-1-2-3-frites-original-itemid-64b65b0b9f8651f346451754
sri balaji indian market mnchen,tiefkuhl ,kartoffelspeisen ,McCain Smiles,€2.01,450 g,€3.95/kg,https://wolt.com/en/deu/munich/venue/sri-balaji-indian-market-mnchen/mccain-smiles-itemid-64b65b0b9f8651f346451755
sri balaji indian market mnchen,tiefkuhl ,kartoffelspeisen ,McCain Kroketten,€2.37,500 g,€3.95/kg,https://wolt.com/en/deu/munich/venue/sri-balaji-indian-market-mnchen/mccain-kroketten-itemid-64b65b0b9f8651f346451756
sri balaji indian market mnchen,tiefkuhl ,kartoffelspeisen ,McCain Rösti,€2.37,550 g,€3.95/kg,https://wolt.com/en/deu/munich/venue/sri-balaji-indian-market-mnchen/mccain-rosti-itemid-64b65b0b9f8651f346451757
sri balaji indian market mnchen,tiefkuhl ,kartoffelspeisen ,McCain Country Potatoes Classic,€2.84,600 g,€3.95/kg,https://wolt.com/en/deu/munich/venue/sri-balaji-indian-market-mnchen/mccain-country-potatoes-classic-itemid-64b65b0b9f8651f346451758
sri balaji indian market mnchen,tiefkuhl ,fruchte ,Omega  Beerencocktail,€2.37,300 g,€7.90/kg,https://wolt.com/en/deu/munich/venue/sri-balaji-indian-market-mnchen/omega-beerencocktail-itemid-64b65b0b9f8651f34645175f
sri balaji indian market mnchen,tiefkuhl ,gemuse krauter ,Jeden Tag Rahmspinat,€0.89,450 g,€1.98/kg,https://wolt.com/en/deu/munich/venue/sri-balaji-indian-market-mnchen/jeden-tag-rahmspinat-itemid-64ba924d64ce3d749aa950f1
sri balaji indian market mnchen,tiefkuhl ,gemuse krauter ,Jeden Tag Buttergemüse,€1.42, 300 g,€1.98/kg,https://wolt.com/en/deu/munich/venue/sri-balaji-indian-market-mnchen/jeden-tag-buttergemuse-itemid-64ba924d64ce3d749aa950f2
sri balaji indian market mnchen,tiefkuhl ,gemuse krauter ,Hofgut Junge Erbsen,€2.01,450 g,€1.98/kg,https://wolt.com/en/deu/munich/venue/sri-balaji-indian-market-mnchen/hofgut-junge-erbsen-itemid-64ba924d64ce3d749aa950f3
sri balaji indian market mnchen,tiefkuhl ,gemuse krauter ,Iglo Feld Frisch Broccoli-Röschen,€3.08,400 g,€1.98/kg,https://wolt.com/en/deu/munich/venue/sri-balaji-indian-market-mnchen/iglo-feld-frisch-broccoli-roschen-itemid-64b65b0b9f8651f346451761
sri balaji indian market mnchen,konserven ,fertiggerichte ,Jeden Tag Ravioli in Tomatensauce,€2.32,800 g,€2.90/kg,https://wolt.com/en/deu/munich/venue/sri-balaji-indian-market-mnchen/jeden-tag-ravioli-in-tomatensauce-itemid-64ba924d64ce3d749aa95111
sri balaji indian market mnchen,nusse trockenfruchte ,trockenfruchte ,Märsch Import Sultaninen,€1.65,250 g,€6.60/kg,https://wolt.com/en/deu/munich/venue/sri-balaji-indian-market-mnchen/marsch-import-sultaninen-itemid-64ba924d64ce3d749aa95119
sri balaji indian market mnchen,nusse trockenfruchte ,nusse kerne ,Clasen Bio Walnusskerne,€4.27,150 g,€28.47/kg,https://wolt.com/en/deu/munich/venue/sri-balaji-indian-market-mnchen/clasen-bio-walnusskerne-itemid-64b65b0b9f8651f34645182d
sri balaji indian market mnchen,tiefkuhl ,pizza ,Jeden Tag Pizza Margherita 3er,€4.39,900 g,€4.88/kg,https://wolt.com/en/deu/munich/venue/sri-balaji-indian-market-mnchen/jeden-tag-pizza-margherita-3er-itemid-64ba924d64ce3d749aa950ee
sri balaji indian market mnchen,tiefkuhl ,pizza ,Jeden Tag Steinofenpizza Speciale 2er,€4.15,700 g,€4.88/kg,https://wolt.com/en/deu/munich/venue/sri-balaji-indian-market-mnchen/jeden-tag-steinofenpizza-speciale-2er-itemid-64ba924d64ce3d749aa950ef
sri balaji indian market mnchen,tiefkuhl ,pizza ,Original Wagner Steinofen Pizza Peperoni,€3.80,320 g,€4.88/kg,https://wolt.com/en/deu/munich/venue/sri-balaji-indian-market-mnchen/original-wagner-steinofen-pizza-peperoni-itemid-64b65b0b9f8651f346451751
sri balaji indian market mnchen,tiefkuhl ,pizza ,Original Wagner Steinofen Pizza Vegetaria,€3.80,380 g,€4.88/kg,https://wolt.com/en/deu/munich/venue/sri-balaji-indian-market-mnchen/original-wagner-steinofen-pizza-vegetaria-itemid-64b65b0b9f8651f34645174f
sri balaji indian market mnchen,tiefkuhl ,pizza ,Dr. Oetker Ristorante Pizza Spinaci,€4.03,390 g,€4.88/kg,https://wolt.com/en/deu/munich/venue/sri-balaji-indian-market-mnchen/dr-oetker-ristorante-pizza-spinaci-itemid-64b65b0b9f8651f346451752
sri balaji indian market mnchen,tiefkuhl ,pizza ,Original Wagner Steinofen Pizza Diavolo,€3.80,350 g,€4.88/kg,https://wolt.com/en/deu/munich/venue/sri-balaji-indian-market-mnchen/original-wagner-steinofen-pizza-diavolo-itemid-64b65b0b9f8651f346451750
sri balaji indian market mnchen,tiefkuhl ,pizza ,Dr. Oetker Ristorante Pizza Funghi,€4.03,365 g,€4.88/kg,https://wolt.com/en/deu/munich/venue/sri-balaji-indian-market-mnchen/dr-oetker-ristorante-pizza-funghi-itemid-64b65b0b9f8651f346451753
sri balaji indian market mnchen,tiefkuhl ,pizza ,Original Wagner Steinofen Pizza Mozzarella,€3.80,350 g,€4.88/kg,https://wolt.com/en/deu/munich/venue/sri-balaji-indian-market-mnchen/original-wagner-steinofen-pizza-mozzarella-itemid-64b65b0b9f8651f34645174e
sri balaji indian market mnchen,konserven ,eintopfe und suppen ,Jeden Tag Linseneintopf mit Schweinefleisch,€2.61,800 g,€3.26/kg,https://wolt.com/en/deu/munich/venue/sri-balaji-indian-market-mnchen/jeden-tag-linseneintopf-mit-schweinefleisch-itemid-64ba924d64ce3d749aa9510f
sri balaji indian market mnchen,konserven ,eintopfe und suppen ,Jeden Tag Tomatenrahmsuppe,€1.42,400 g,€3.26/kg,https://wolt.com/en/deu/munich/venue/sri-balaji-indian-market-mnchen/jeden-tag-tomatenrahmsuppe-itemid-64ba924d64ce3d749aa95110
sri balaji indian market mnchen,konserven ,tomaten tomatensaucen ,Jeden Tag Schältomaten,€1.30,400 g,€3.25/kg,https://wolt.com/en/deu/munich/venue/sri-balaji-indian-market-mnchen/jeden-tag-schaltomaten-itemid-64ba924d64ce3d749aa9510d
sri balaji indian market mnchen,konserven ,obst ,Jeden Tag Mandarin-Orangen,€1.77,312 g,€5.67/kg,https://wolt.com/en/deu/munich/venue/sri-balaji-indian-market-mnchen/jeden-tag-mandarin-orangen-itemid-64ba924d64ce3d749aa95128
sri balaji indian market mnchen,konserven ,obst ,Jeden Tag Ananasstücke,€2.25,560 g,€5.67/kg,https://wolt.com/en/deu/munich/venue/sri-balaji-indian-market-mnchen/jeden-tag-ananasstucke-itemid-64ba924d64ce3d749aa95129
sri balaji indian market mnchen,konserven ,obst ,Hofgut Apfelmus Fein Püriert,€1.30,370 ml,€5.67/kg,https://wolt.com/en/deu/munich/venue/sri-balaji-indian-market-mnchen/hofgut-apfelmus-fein-puriert-itemid-64ba924d64ce3d749aa9512a
sri balaji indian market mnchen,konserven ,eingelegte gurken co ,Filderstadt Weinsauerkraut,€1.65,770 g,€2.14/kg,https://wolt.com/en/deu/munich/venue/sri-balaji-indian-market-mnchen/filderstadt-weinsauerkraut-itemid-64ba924d64ce3d749aa95127
sri balaji indian market mnchen,konserven ,eingelegte gurken co ,Fischer Cornichons,€1.89,190 g,€2.14/kg,https://wolt.com/en/deu/munich/venue/sri-balaji-indian-market-mnchen/fischer-cornichons-itemid-64b65b0b9f8651f3464517ec
sri balaji indian market mnchen,konserven ,eingelegte gurken co ,Kühne Rote Bete,€1.77,220 g,€2.14/kg,https://wolt.com/en/deu/munich/venue/sri-balaji-indian-market-mnchen/kuhne-rote-bete-itemid-64b65b0b9f8651f3464517f9
sri balaji indian market mnchen,konserven ,gemuse ,Jeden Tag Stangenspargel,€3.32,370 ml,€8.97/l,https://wolt.com/en/deu/munich/venue/sri-balaji-indian-market-mnchen/jeden-tag-stangenspargel-itemid-64ba924d64ce3d749aa9512b
sri balaji indian market mnchen,konserven ,gemuse ,Jeden Tag Kidneybohnen,€1.13,400 g,€8.97/l,https://wolt.com/en/deu/munich/venue/sri-balaji-indian-market-mnchen/jeden-tag-kidneybohnen-itemid-64ba924d64ce3d749aa9512c
sri balaji indian market mnchen,konserven ,gemuse ,Hofgut Feine Brechbohnen,€1.77,720 ml,€8.97/l,https://wolt.com/en/deu/munich/venue/sri-balaji-indian-market-mnchen/hofgut-feine-brechbohnen-itemid-64ba924d64ce3d749aa9512d
sri balaji indian market mnchen,konserven ,gemuse ,Jeden Tag Junge Erbsen Sehr Fein,€1.30,400 g,€8.97/l,https://wolt.com/en/deu/munich/venue/sri-balaji-indian-market-mnchen/jeden-tag-junge-erbsen-sehr-fein-itemid-64ba924d64ce3d749aa9512e
sri balaji indian market mnchen,konserven ,gemuse ,Jeden Tag Erbsen mit Möhren,€2.37,800 g,€8.97/l,https://wolt.com/en/deu/munich/venue/sri-balaji-indian-market-mnchen/jeden-tag-erbsen-mit-mohren-itemid-64ba924d64ce3d749aa9512f
sri balaji indian market mnchen,konserven ,gemuse ,Fischer Rote Beete,€1.25,220 g,€8.97/l,https://wolt.com/en/deu/munich/venue/sri-balaji-indian-market-mnchen/fischer-rote-beete-itemid-64b65b0b9f8651f3464517ed
sri balaji indian market mnchen,konserven ,gemuse ,Kühne Jalapeño,€2.84,165 g,€8.97/l,https://wolt.com/en/deu/munich/venue/sri-balaji-indian-market-mnchen/kuhne-jalapeno-itemid-64b65b0b9f8651f3464517ef
sri balaji indian market mnchen,konserven ,gemuse ,Bonduelle Weisse Bohnen,€1.89,250 g,€8.97/l,https://wolt.com/en/deu/munich/venue/sri-balaji-indian-market-mnchen/bonduelle-weisse-bohnen-itemid-64b65b0b9f8651f3464517f5
sri balaji indian market mnchen,saucen ole gewurze ,fonds bruhe ,Bio Zentrale Gemüsebrühe,€2.49,7.5 l,€0.33/l,https://wolt.com/en/deu/munich/venue/sri-balaji-indian-market-mnchen/bio-zentrale-gemusebruhe-itemid-64b65b0b9f8651f3464517c7
sri balaji indian market mnchen,saucen ole gewurze ,gewurze ,Jeden Tag Jodiertes Speisesalz,€0.35,500 g,€0.70/kg,https://wolt.com/en/deu/munich/venue/sri-balaji-indian-market-mnchen/jeden-tag-jodiertes-speisesalz-itemid-64ba924d64ce3d749aa950fd
sri balaji indian market mnchen,saucen ole gewurze ,gewurze ,Jeden Tag Tafelsalz,€0.30,500 g,€0.70/kg,https://wolt.com/en/deu/munich/venue/sri-balaji-indian-market-mnchen/jeden-tag-tafelsalz-itemid-64ba924d64ce3d749aa950fe
sri balaji indian market mnchen,saucen ole gewurze ,gewurze ,Maggi Würze,€2.49,125 g,€0.70/kg,https://wolt.com/en/deu/munich/venue/sri-balaji-indian-market-mnchen/maggi-wurze-itemid-64b65b0b9f8651f34645177e
sri balaji indian market mnchen,saucen ole gewurze ,gewurze ,Ostmann Pommes Gewürzsalz Klassisch,€2.49,70 g,€0.70/kg,https://wolt.com/en/deu/munich/venue/sri-balaji-indian-market-mnchen/ostmann-pommes-gewurzsalz-klassisch-itemid-64b65b0b9f8651f346451781
sri balaji indian market mnchen,saucen ole gewurze ,gewurze ,Ostmann Pizza-Gewürz,€2.49,15 g,€0.70/kg,https://wolt.com/en/deu/munich/venue/sri-balaji-indian-market-mnchen/ostmann-pizza-gewurz-itemid-64b65b0b9f8651f346451782
sri balaji indian market mnchen,saucen ole gewurze ,gewurze ,Ostmann Steak & Grill Gewürzsalz,€2.49,60 g,€0.70/kg,https://wolt.com/en/deu/munich/venue/sri-balaji-indian-market-mnchen/ostmann-steak-grill-gewurzsalz-itemid-64b65b0b9f8651f346451783
